Row Labels,Average of lat,Average of lon,Sum of Valuation,Sum of Fee Amount,Size
418 Shonnard St,-76.16831688,43.04138254,15000,300,3
429 Lafayette Ave W,-76.15187527,43.01839272,15000,275,3
444 Genesee St E & Townsend S,-76.14626201,43.04771232,15000,290,3
467 Shonnard St,-76.17122238,43.04067368,15000,275,3
535 Oakwood Ave,-76.14468669,43.03295299,15000,250,3
603 Hixson Ave & Boyden St,-76.12000482,43.06105929,15000,275,3
615 Otisco St,-76.167233,43.044413,15000,470,3
618 Oak St,-76.13597891,43.06209466,15000,250,3
641 West St S,-76.15798767,43.04368589,15000,315,3
725 South Ave,-76.15875047,43.03138545,15000,275,3
811 Mcbride St N,-76.148648,43.058538,15000,325,3
827 Park St,-76.14713394,43.06347032,15000,275,3
909-11 Tallman St,-76.16227115,43.03540097,15000,300,3
99X6A - Best Buy 1 Carousel Center Dr,-76.17397479,43.0697886,15000,312,3
Slocum Hall 120 College Pl,-76.131643,43.037583,15000,123,3
110 Erie St,-76.18938654,43.05358362,15004,340,3
514 Genesee St W,-76.15966402,43.05376465,15015,629,3
212 Sabine St,-76.16863242,43.0385897,15016,418,3
1840-70 Erie Blvd E & Ives St,-76.11707144,43.05008685,15029,575,3
2321 Erie Blvd E,-76.11010575,43.05341157,15097,179,3
1116 Salina St S & Tallman St,-76.15033504,43.03597328,15100,610,3
123 Spring St,-76.14547966,43.06540136,15200,331,3
158 Clyde Ave,-76.16229921,43.0212803,15250,290,3
187 Matson Ave W,-76.14555015,43.01288432,15250,337,3
445 Irving Ave,-76.13776514,43.04595722,15250,67,3
102-18 Wilbur Ave S & Tompkins,-76.18063944,43.04799567,15266.32,338,3
134 Nelson St,-76.17685223,43.04587229,15280,350,3
101 Randall Ave,-76.15702985,43.022778,15300,265,3
111 Griffin St,-76.1603619,43.01392091,15300,265,3
116 Hertford St,-76.12321514,43.02871404,15300,330,3
218 Burdick Ave,-76.15496687,43.07715126,15300,290,3
222 Baker Ave,-76.1443586,43.02914292,15300,290,3
1011 Townsend St N,-76.15285832,43.06138222,15400,315,3
106 Steuben St,-76.15290281,43.06570044,15450,315,3
1015 Lodi St,-76.14397143,43.05766407,15500,290,3
119 Sedgwick St & Dorothy St,-76.12980724,43.0602183,15500,315,3
1204 Butternut St,-76.14337981,43.06656466,15500,420,3
1230 Comstock Ave Rear,-76.13035154,43.02034934,15500,354,3
126 Huron St,-76.15708073,43.03220153,15500,265,3
164 Weymouth Rd,-76.14114504,42.99581865,15500,335,3
208 Burdick Ave,-76.15461469,43.07701005,15500,306,3
420 Milton Ave & Cayuga St,-76.18855213,43.0508154,15500,400,3
461-63 Rich St & Marginal St,-76.16110149,43.02994116,15500,300,3
4702 Salina St S & Seeley Ave,-76.14352817,43.00185843,15516,582,3
350 Nottingham Rd & Tecumseh,-76.11236549,43.02741892,15549,420,3
2730 Erie Blvd E,-76.09693883,43.05375378,15550.62,227,3
419 Kirkpatrick St,-76.15574005,43.0669301,15595,290,3
142-44 Edwards Ave S,-76.10696461,43.06741027,15600,265,3
731 James St To Willow St E,-76.14276027,43.05588291,15616,767,3
181 Intrepid Ln,-76.12702415,43.00352872,15665,383,3
2108 Euclid Ave,-76.09888611,43.03738074,15670,253,3
500 Erie Blvd E & Townsend St,-76.14543501,43.0505193,15682.52,217,3
1015 Emerson Ave,-76.19755372,43.06065881,15700,700,3
106 Hilton Rd,-76.14601583,42.99015135,15700,142,3
1208 Cumberland Ave,-76.1128258,43.02318318,15700,374,3
2419-21 Salina St S,-76.14431864,43.02342776,15700,359,3
301-07 Oakwood Ave & Vanburen St,-76.14508349,43.03712566,15750,305,3
144 Kensington Pl & Broad St,-76.12056127,43.03042327,15800,228,3
152 Fenway Dr,-76.11131911,43.04926978,15800,376,3
407 James St & State St N,-76.14863965,43.05285065,15800,1292,3
422 Bishop Ave,-76.15859767,43.01843357,15800,264,3
201 Hamilton St & Fayette St,-76.18349304,43.05114379,15814.84,163,3
207 Sedgwick Dr,-76.13108635,43.06384314,15852,104,3
121-23 Miles Ave,-76.11624198,43.03488346,15867,264,3
100-02 St Louis Ave,-76.15736373,43.00921336,15900,315,3
229-31 Glenwood Ave,-76.16417897,43.01940911,15900,370,3
417 Shonnard St,-76.16800593,43.04088299,15900,290,3
321-25 Montgomery St,-76.14931114,43.04782041,15902,1872,3
114 Malcolm St,-76.1672263,43.0337747,15943,315,3
116 Malcolm St,-76.16728463,43.03367088,15983,340,3
105 Sabine St,-76.16591552,43.0397817,16000,265,3
1126 Meadowbrook Dr,-76.10960169,43.03690428,16000,265,3
115 Holden St,-76.18097355,43.03728635,16000,265,3
119 Paul Ave,-76.11980053,43.0679304,16000,265,3
133 Collingwood Ave S,-76.10745782,43.06771697,16000,458,3
138-40 Reed Ave,-76.18239368,43.03134308,16000,265,3
1511 Spring St,-76.16236864,43.07261232,16000,290,3
1604 Park St,-76.16021539,43.06948667,16000,265,3
1631 Salina St S,-76.14715871,43.02991954,16000,390,3
218-20 Holland St,-76.1633505,43.03859152,16000,265,3
2705 Fayette St E,-76.10506154,43.04874418,16000,315,3
302 Summit Ave,-76.16689703,43.02986058,16000,110,3
321 Miles Ave,-76.11600565,43.03183576,16000,265,3
333 Onondaga St E Condo Two,-76.148569,43.047415,16000,99,3
413 Cherry St,-76.12354896,43.04439639,16000,315,3
430 Plymouth Dr,-76.09917257,43.06323457,16000,346,3
442 Wilkinson St,-76.16988306,43.05121224,16000,384,3
503 Peat St & Riegel St,-76.11628649,43.05510052,16000,315,3
523-25 Wendell Terr,-76.1307227,43.07211036,16000,275,3
914 Park Ave,-76.17806741,43.0524111,16000,265,3
115 Circle Rd,-76.12798477,43.03190453,16080,340,3
302 Emerson Ave,-76.18533501,43.05024374,16083,305,3
1618 First North St,-76.16309231,43.07520016,16095,305,3
217 Austin Ave,-76.18820277,43.02740853,16100,390,3
149 Mclennan Ave & Landon Ave,-76.1489092,43.02799622,16200,451,3
156-58 Lafayette Ave W,-76.14488124,43.01969671,16200,459,3
182 Lynhurst Ave W,-76.14485539,43.01541189,16200,435,3
201-03 Lafayette Ave W & Cannon,-76.14654583,43.01893247,16200,463,3
3017 Erie Blvd E Rear,-76.08718062,43.05742074,16200,267,3
801 Walnut Ave & Adams St E,-76.13216667,43.04235786,16200,472,3
130 Clyde Ave,-76.16230895,43.02203583,16270,305,3
231 Roberts Ave,-76.17201757,43.03062128,16283,280,3
600 Montgomery St & Harrison,-76.14959439,43.04408082,16324,326,3
248 Lilac St,-76.15483166,43.06490612,16400,448,3
213 Teall Ave To Rr,-76.12345884,43.05093695,16428.92,143,3
201 Apple St & Harbor Brk,-76.1756053,43.05077439,16450,330,3
237 Martin Luthr King W,-76.15219653,43.0316711,16450,330,3
108 Ruskin Ave,-76.16791589,43.03196904,16500,280,3
135-37 Corning Ave W,-76.14379159,43.01837768,16500,334,3
706 Demong Dr,-76.0848979,43.04325099,16500,305,3
210 Park St & Oak St,-76.13623276,43.06345692,16526,357,3
170-72 Lafayette Ave W,-76.14536973,43.01964479,16549,359,3
2423 Midland Ave,-76.14817179,43.0159418,16575,297,3
134 Circle Rd & Acorn Path,-76.12870037,43.03030866,16600,174,3
316 Lennox Ave,-76.11586816,43.03537645,16600,280,3
118 Markland Ave,-76.18033523,43.03198452,16620,305,3
1000-16 Onondaga St W & Putnam St,-76.16798824,43.03434478,16625,330,3
115 Court St W,-76.1604913,43.06379069,16646.05,187,3
700 Bear St & First North St,-76.15861526,43.07331152,16700,280,3
846-48 South Ave,-76.15885874,43.02899397,16700,330,3
K219 - Sprint/Nextel 1 Carousel Center Dr,-76.17397479,43.0697886,16770,588,3
247 Kennedy St W,-76.15187538,43.02924689,16800,519,3
337 Lafayette Ave W,-76.15033768,43.01852823,16800,500,3
100 Pleasant Ave W,-76.14242372,43.01725793,16900,330,3
133 Cambridge St,-76.11804852,43.04446628,16900,104,3
319 Putnam St,-76.17343546,43.03673862,16900,305,3
648-52 South Ave,-76.15953104,43.03250164,16900,315,3
1064 James St To Elm St,-76.13161474,43.05968744,16932,347,3
263 Mountainview Ave,-76.10165544,43.05081304,16950,280,3
155 Clyde Ave,-76.16169868,43.02139241,16990,330,3
1 Brattle Rd & Dewitt St,-76.13245577,43.06217878,17000,184,3
109 May Ave,-76.16060003,43.02244743,17000,330,3
114 Dearborn Pl,-76.15799836,43.03017261,17000,280,3
117 Wall St,-76.1737754,43.04905909,17000,330,3
1211 Cumberland Ave,-76.11214533,43.02290572,17000,306,3
124 Wayne St,-76.14134152,43.05451177,17000,330,3
142 Steuben St,-76.15474456,43.06643918,17000,305,3
212 May Ave,-76.16127026,43.02102543,17000,305,3
217 Arlington Ave,-76.16682938,43.02211219,17000,280,3
221 Parkway Dr & Shelbourne P,-76.1641892,43.02391566,17000,416,3
223 Kirk Ave,-76.15041751,43.02854227,17000,305,3
254-58 Fellows Ave,-76.11604866,43.03996371,17000,385,3
3204 Midland Ave,-76.1485719,43.0082828,17000,280,3
328 Bruce St,-76.11217563,43.04712339,17000,499,3
400 Lynch Ave & Russell Pl,-76.16834221,43.0147871,17000,365,3
404 Oak St,-76.13350053,43.05828773,17000,92,3
407 Merriman Ave,-76.1709937,43.03974902,17000,330,3
412 Beard Ave W,-76.153225,43.02536688,17000,280,3
447-49 Washington St E & Townsen,-76.14615195,43.04960643,17000,550,3
737 Otisco St,-76.1705996,43.04351228,17000,280,3
919 Belden Ave W,-76.16744263,43.05466364,17000,330,3
632-40 Burnet Ave,-76.13480827,43.05182552,17043.55,322,3
949 Emerson Ave,-76.196197,43.05907168,17051,429,3
200 Lodi St,-76.13289136,43.05246097,17100,622,3
700 Highland St & Jasper St,-76.14143923,43.06219414,17100,482,3
3522 James St,-76.09775663,43.06872043,17122,847,3
448-50 Hawley Ave & Crouse Ave N,-76.13695523,43.05299236,17122.24,302,3
871 Lafayette Ave W,-76.15778005,43.0179362,17125,345,3
125 Kensington Rd & Lancaster,-76.12348566,43.03219789,17200,164,3
509-11 Onondaga St W,-76.15856391,43.039402,17200,466,3
905 Walnut Ave,-76.13211191,43.04100188,17200,360,3
404 Rugby Rd,-76.12823824,43.06748852,17250,484,3
848-56 Salina St N & Isabella St,-76.15494265,43.06288393,17320,491,3
121 Anderson Ave,-76.14406037,43.0076492,17350,320,3
1601 Park St & Turtle St,-76.1605626,43.06890468,17355,361,3
2611 Midland Ave,-76.14801746,43.01437763,17359,275,3
991 Canal St,-76.1236114,43.05228237,17399,575,3
409 Shonnard St,-76.16750437,43.04084813,17400,345,3
555 Genesee St E To Fayette S,-76.14494463,43.04814818,17400,683,3
2042 Erie Blvd E & Bruce St,-76.11335975,43.05120302,17430,201,3
1315-17 Madison St,-76.12511277,43.04558312,17475,256,3
2501-13 James St & Marlborough Rd,-76.11207588,43.06883774,17481.92,519,3
119 Ridgeway Ave,-76.10745572,43.0495637,17488,148,3
110 Woodside Dr,-76.09912818,43.03477962,17500,237,3
112 Williams St,-76.18772056,43.05486942,17500,345,3
116 Maplewood Ave,-76.14358109,42.98782709,17500,400,3
141 Nottingham Rd & Broad St,-76.11169516,43.03090702,17500,337,3
174-76 Forest Ave,-76.14924073,43.02132448,17500,240,3
204 Roosevelt Ave,-76.11829827,43.03522593,17500,295,3
344 Hillsdale Ave,-76.10899924,43.06255253,17500,419,3
415 Merriman Ave,-76.17174027,43.03971399,17500,345,3
451 Solar St,-76.16629084,43.06218073,17500,335,3
607 James St & Mcbride St N &,-76.14497216,43.05479784,17500,335,3
788-90 Butternut St & Alvord St,-76.14504039,43.06137026,17531.16,887,3
1719 Teall Ave & Feigel Ave,-76.12384566,43.07194398,17550,295,3
369 Seneca Tnpk W & Valley Dr,-76.15329005,43.00168283,17568.07,406,3
342-48 Furman St & Cortland Ave,-76.15564552,43.03013451,17585,295,3
119 Cayuga St,-76.18827643,43.05084254,17600,295,3
208 Arthur St,-76.17791896,43.03508465,17600,330,3
247-49 Tennyson Ave,-76.18277969,43.04652663,17600,160,3
248 Nichols Ave,-76.10428135,43.06493556,17600,295,3
919 Dewitt St,-76.13510905,43.07171647,17600,320,3
L 202 306 Hiawatha Blvd W,-76.17168775,43.06840227,17600,240,3
219 Roberts Ave,-76.17188658,43.03091856,17650,397,3
923 Genesee St W,-76.16915299,43.0529474,17671,445,3
527 Velasko Rd,-76.1864708,43.03134337,17781,146,3
1008 Hawley Ave,-76.12876005,43.05517882,17800,345,3
104-06 Laurel St E & State St N,-76.15196275,43.0560169,17800,415,3
150 Ross Pk,-76.14427299,43.07520709,17800,325,3
215 Bassett St & Hawthorne St,-76.12192194,43.04302696,17800,1376,3
3014 Grant Blvd,-76.15922969,43.07672362,17800,320,3
449 Kennedy St W,-76.16033689,43.02823546,17800,345,3
664-66 Burnet Ave & Lodi St,-76.13301627,43.05179239,17828,113,3
117 Wolcott Terr,-76.18476817,43.02631698,17839,295,3
720 Fellows Ave,-76.11549815,43.03187121,17850,218,3
136 Tejah Ave,-76.12426782,43.01454802,17870,384,3
443-45 Wilkinson St,-76.16977737,43.05070639,17900,345,3
117 Hatherley Rd,-76.10308742,43.03973105,17978,179,3
721 Comstock Ave,-76.12978693,43.03836845,17981,812,3
108 Victoria Pl,-76.11876104,43.04035713,18000,82,3
1107 Bellevue Ave & Roberts Av,-76.171346,43.032704,18000,360,3
113 Avery Ave,-76.19072756,43.04550799,18000,320,3
114 Mariposa St,-76.12114421,43.06173208,18000,383,3
117 Dawes Ave,-76.14376699,43.00849219,18000,320,3
1519-21 Colvin St W,-76.16278802,43.02270048,18000,370,3
178-80 Clyde Ave,-76.16230828,43.02076791,18000,320,3
204 Gifford St,-76.1568709,43.04366323,18000,345,3
220-26 Furman St,-76.15177904,43.03124981,18000,295,3
2206 Euclid Ave & Guilford Rd,-76.09681047,43.03786313,18000,340,3
307 Milton Ave,-76.18838928,43.04931617,18000,447,3
313 Seymour St,-76.16152033,43.04206421,18000,405,3
328 Rowland St,-76.17682564,43.03600042,18000,345,3
353 Midland Ave,-76.15575798,43.03716741,18000,335,3
401 Bear St W & Van Rensselaer,-76.170928,43.061176,18000,360,3
489 James St & Townsend St N,-76.14680349,43.05373631,18000,360,3
501 Seneca Tnpk W,-76.15589731,43.00195137,18000,295,3
516 Kirkpatrick St & Carbon S,-76.15405704,43.06796978,18000,329,3
700-10 Genesee St W & Leavenwort,-76.16416743,43.0540889,18000,335,3
431-33 Burnet Ave,-76.14126199,43.05247771,18049,360,3
826 Butternut St,-76.14429251,43.0623366,18100,453,3
1325 Colvin St W,-76.16016925,43.02298648,18200,335,3
201 Parkway Dr & Bellaire Pl,-76.16341229,43.02398225,18200,503,3
213 Mariposa St,-76.11906167,43.06226682,18200,329,3
315 Beech St S,-76.12771291,43.04751678,18200,429,3
331-35 Brighton Ave E,-76.13867889,43.01896148,18200,689,3
419 Ulster St,-76.18579257,43.04761856,18200,330,3
1003 Montgomery St & Burt St,-76.14859989,43.03734285,18203.36,468,3
113 Hampshire Rd,-76.13207253,43.06714632,18268,92,3
102 Concord Pl,-76.11915752,43.03944656,18300,182,3
1161 Grant Blvd,-76.13399485,43.07215169,18300,372,3
133-37 Stafford Ave,-76.112451,43.067502,18300,431,3
954 Westcott St,-76.1194382,43.03383851,18325,310,3
901 Lodi St & Willow St E,-76.14258675,43.05697331,18336,244,3
316 Putnam St,-76.17308917,43.03715996,18400,360,3
132 Jean St,-76.12718403,43.01342141,18444,112,3
201 Dawes Ave,-76.14663049,43.00832405,18500,310,3
709 Salt Springs Rd,-76.10473539,43.04637757,18500,62,3
423-25 Columbus Ave,-76.12113675,43.04508464,18575,360,3
122 Chester St,-76.15829997,43.0323913,18576,360,3
124 Chester St,-76.15829641,43.03230078,18576,360,3
667 South Ave,-76.15878237,43.03220002,18576,360,3
143 Jamesville Ave N,-76.13566694,43.02704347,18600,183,3
437 Wendell Terr,-76.13061299,43.07061907,18600,207,3
713 Fayette St E,-76.14139576,43.04875072,18600,388,3
1600 Geddes St S & Grant Ave,-76.17602711,43.03164373,18700,835,3
2200 Genesee St E & Allen St &,-76.11665766,43.04497828,18750,484,3
204 Cleveland Ave,-76.14571247,43.06946049,18790,310,3
3355-63 Salina St S,-76.14098895,43.01514093,18800,1185,3
704 Crouse Ave S & Adams St E,-76.13736116,43.04242207,18800,237,3
936 Midland Ave,-76.15361971,43.02958332,18800,347,3
576 Delaware St,-76.17198293,43.03869507,18825,310,3
"FC15 - Uno Chicago Grill 1 Carousel Center 
Dr",-76.17397479,43.0697886,18825,543,3
409-13 Milton Ave,-76.1889373,43.05016094,18850,363,3
1719-41 Onondaga St W,-76.18485794,43.0331825,18871,131,3
156 Temple Pl Rear,-76.1616946,43.0235948,18900,360,3
205-07 Holland St,-76.16240179,43.03852955,18900,496,3
354-56 Clairmonte Ave,-76.16980076,43.02856936,18900,360,3
413 Crawford Ave,-76.10832235,43.03726656,18900,310,3
214 Lafayette Rd,-76.13260843,42.99729976,18982,241,3
1507 Spring St,-76.16199636,43.0726175,18986,335,3
106 Lincoln Ave,-76.15793196,43.03908949,19000,360,3
106 Michael Cir,-76.13668899,43.02519715,19000,505,3
123 Henderson St,-76.13425267,43.05516264,19000,335,3
131 Fellows Ave,-76.11566827,43.04413253,19000,310,3
147 Conifer Dr,-76.14088982,42.99085093,19000,310,3
1649 Colvin St W,-76.16458217,43.02257483,19000,310,3
203 Cadwell St,-76.17569894,43.0380622,19000,375,3
230 Coolidge Ave,-76.16421363,43.0322652,19000,335,3
279 Collingwood Ave N,-76.10835586,43.07283433,19000,310,3
318 Webster Ave,-76.14612275,43.02181046,19000,310,3
3223-25 Salina St S,-76.14117657,43.01683115,19000,404,3
404 Hixson Ave,-76.12076929,43.06254122,19000,371,3
433 Collingwood Ave S,-76.10685199,43.06071483,19000,469,3
433 Onondaga St W,-76.15775326,43.0400518,19000,655,3
709 Wolf St,-76.1612976,43.07631065,19000,360,3
906 Myrtle Ave,-76.19792064,43.05341942,19000,310,3
131 Simon Dr Rear,-76.10083053,43.05711105,19165,307,3
200 Leavenworth Ave & Park Av,-76.16313137,43.05214777,19200,325,3
327 Malverne Dr,-76.14653438,43.08123137,19200,432,3
511 Caleb Ave,-76.10904003,43.05930414,19200,337,3
910-12 Park St & Division St E,-76.1481012,43.06456454,19200,700,3
945 Meadowbrook Dr,-76.11205073,43.03399386,19200,387,3
535 Stinard Ave & Crossett St,-76.17382671,43.02796287,19250,350,3
1500 Park St & Court St,-76.15863705,43.06909578,19289,121,3
235 Harrison St & Warren St S,-76.15020058,43.04459961,19300,366,3
2716 Erie Blvd E,-76.09768741,43.05367511,19360,330,3
513-15 Highland St & Graves St,-76.14202407,43.06106686,19400,478,3
149-51 Kenmore Ave,-76.15208626,43.01573579,19422,375,3
1288 Genesee St W & Dewey Pl,-76.17860136,43.0532478,19446.17,890,3
208 Walnut Pl,-76.13361469,43.04191167,19485,272,3
316 Shonnard St,-76.16584883,43.04149833,19490,400,3
1010 Hawley Ave,-76.12860944,43.05509558,19500,350,3
132 Bennington Dr,-76.14095103,43.01157362,19500,520,3
1518-20 Teall Ave,-76.12300185,43.06949747,19500,325,3
239 Richmond Ave,-76.16995967,43.04975341,19500,325,3
314 Ainsley Dr,-76.1265248,43.01055908,19500,645,3
812 Dewitt St,-76.13429736,43.06984697,19500,364,3
Unit 2 304 Court St & Alvord St N,-76.15862537,43.06746654,19500,422,3
123 Claire Rd,-76.08675305,43.04301455,19600,366,3
143 Seneca Tnpk E,-76.14127674,43.00081955,19600,350,3
141 Lilac St,-76.15240386,43.06338503,19648,190,3
305-07 Coolidge Ave,-76.1634902,43.03136288,19695,351,3
1100-02 Avery Ave & Chemung St,-76.19799897,43.057007,19700,144,3
155-57 Calthrop Ave W,-76.14369599,43.01580374,19700,375,3
137 Buckingham Ave,-76.12117784,43.0325534,19720,233,3
402 Franklin St S & Jefferson,-76.15623484,43.04766616,19739,826,3
130 Elmhurst Ave,-76.15780766,43.02107568,19750,350,3
1411-15 Genesee St W,-76.18102796,43.05205166,19752,507,3
1224 State St S,-76.14803913,43.0372943,19800,350,3
244 Rider Ave,-76.18113265,43.02836209,19800,325,3
311 Lafayette Rd,-76.13019424,42.9943767,19800,325,3
219 Webster Ave,-76.14570263,43.02363163,19850,350,3
131 Maurice Ave,-76.1605255,43.01218611,19887,375,3
105 Harrington Rd,-76.10198475,43.04091022,19906,142,3
727 Comstock Ave,-76.12976346,43.03809396,19915,1029,3
208-10 Oswego St,-76.16561327,43.04542402,19950,350,3
618 Mcbride St N,-76.14652101,43.05690204,19990,325,3
1730 Salina St S & Mclennan Av,-76.14765442,43.02875702,19999,325,3
100 Lynch St & Teall Ave To D,-76.12102285,43.05050221,20000,365,3
1000 Clinton St N To Oswego Bl,-76.16357824,43.06538228,20000,390,3
102 Sunnycrest Rd & Hickok Av,-76.11407227,43.06112588,20000,380,3
108 Merz Ave,-76.13855513,43.06391854,20000,325,3
1115-17 Court St,-76.15187677,43.07609389,20000,325,3
1118 State St N,-76.15598795,43.06196835,20000,500,3
113 Dorset Rd,-76.12638934,43.03352397,20000,325,3
116 Benedict Ave,-76.13872347,43.02455504,20000,470,3
119 Crippen Ave,-76.14415356,43.00349068,20000,138,3
119 Dorset Rd & Sumner Ave,-76.12595483,43.03354896,20000,325,3
1414 Butternut St,-76.14284633,43.07162278,20000,425,3
149 Elmwood Ave,-76.16518516,43.01742163,20000,445,3
201-07 Furman St,-76.15079785,43.03083421,20000,350,3
2024 Park St,-76.16725288,43.07232484,20000,390,3
224 Kellogg St,-76.16508292,43.03859622,20000,375,3
355-57 Gertrude St,-76.13488238,43.05598723,20000,325,3
404 Martin Luthr King E & Leon St,-76.14396673,43.03387499,20000,450,3
408 Sedgwick Dr,-76.13273561,43.0665152,20000,325,3
412 Townsend St N & Hickory S,-76.1473341,43.05510038,20000,79,3
413 Glen Ave E Rear,-76.13609623,43.00805431,20000,365,3
427 Elliott St,-76.17697289,43.03464498,20000,375,3
431 Seymour St,-76.1663418,43.04183813,20000,400,3
501 Fayette St W & Niagara St,-76.16174312,43.04755148,20000,193,3
530 Oak St & Highland Ave,-76.13581698,43.06068044,20000,349,3
539 Buckingham Ave,-76.12040226,43.02318297,20000,325,3
619 Oak St & Douglas St & Jas,-76.13666484,43.06210618,20000,365,3
637-39 Oakwood Ave,-76.14289834,43.03100454,20000,361,3
707-09 Teall Ave,-76.12285208,43.05705989,20000,325,3
709 James St & Catherine St &,-76.14348621,43.0555268,20000,240,3
850 Maryland Ave,-76.12088418,43.03515884,20000,325,3
944 Emerson Ave,-76.19571764,43.0595076,20000,401,3
964 Meadowbrook Dr,-76.11116671,43.03411731,20000,370,3
998 Clinton St N,-76.16265661,43.06484957,20000,390,3
252-58 Genesee St W,-76.15501518,43.05198319,20032,578,3
505 Catherine St,-76.14455427,43.05591125,20125,405,3
446 Gifford St,-76.16402988,43.04334463,20193,380,3
Hall of Languages 101 Crouse Dr,-76.134494,43.038766,20218,346,3
2760 Erie Blvd E,-76.09608861,43.05384312,20278,481,3
245 Tex Simone Dr,-76.16801287,43.07729966,20371,443,3
112-16 Wilkinson St & Barker Pl,-76.16162308,43.05140424,20374,319,3
702 Demong Dr,-76.08521697,43.04321414,20380,350,3
236-38 Martin Luthr King W,-76.15260881,43.03243024,20400,390,3
164 Warrington Rd E,-76.14138733,42.99408293,20500,365,3
200 Lincoln Ave & Tallman St,-76.15755611,43.03613094,20500,490,3
229 Vincent St & Lorraine Ave,-76.1320617,43.02147008,20500,411,3
259 Homecroft Rd,-76.10215409,43.06465102,20500,431,3
519 Seymour St,-76.16868612,43.04172813,20500,340,3
4227-31 Salina St S & Florence Av,-76.14265032,43.00713085,20561,119,3
615-19 West St S,-76.15798633,43.04419907,20593,380,3
1617-19 Grant Blvd,-76.13901137,43.07196643,20600,667,3
411 Temple St,-76.15636667,43.03902762,20650,365,3
276 Seneca Tnpk W,-76.15014109,43.002276,20700,431,3
811 Park St,-76.14615083,43.0630637,20750,365,3
203 Milton Ave,-76.18726466,43.04789323,20800,450,3
117 Jaclyn Dr,-76.14518291,42.98585863,20880,144,3
120 Beverly Rd,-76.16844314,43.02960717,20900,442,3
522 Brighton Ave E,-76.136117,43.01217735,20900,491,3
103 Schuler St & Winton St,-76.12492693,43.06016397,20950,338,3
1001 Ballantyne Rd & Loomis Av,-76.15482131,43.00945141,21000,501,3
1244 1/2 Park St,-76.15421466,43.06718569,21000,390,3
2215 Geddes St S,-76.17414147,43.02034647,21000,340,3
600 Seeley Rd & Fayette St E,-76.10435522,43.04835762,21000,340,3
301-03 Arlington Ave & Charmouth,-76.16675361,43.02109851,21055,268,3
430-32 Lodi St,-76.13635165,43.05435558,21100,377,3
615 Glenwood Ave,-76.17017846,43.01938628,21100,479,3
1019 Willis Ave,-76.19626298,43.05690639,21190,530,3
211 Crawford Ave,-76.11033117,43.04043162,21225,153,3
216-18 Valley Dr,-76.16148869,43.01739956,21239,249,3
1230 Park St,-76.1535513,43.06691996,21250,405,3
170 Intrepid Ln,-76.12860432,43.0029541,21265,424,3
1828 Butternut St & Briggs St,-76.14284352,43.07659515,21283.46,637,3
213 Kirkpatrick St,-76.1576184,43.0644777,21300,1012,3
300 Stratford St,-76.12693069,43.03381441,21354,340,3
1130 State St N & Isabella St,-76.1563777,43.06232807,21400,405,3
512 Hiawatha Blvd E,-76.1628476,43.07536472,21450,405,3
714-16 Summit Ave,-76.16619987,43.0203506,21450,405,3
128 Chatham Rd,-76.12608453,43.06591815,21500,396,3
133 Aberdeen Terr,-76.09517329,43.06309168,21500,380,3
510 Marcellus St,-76.16646251,43.04615609,21500,407,3
522 Nottingham Rd,-76.11188998,43.02488442,21514,468,3
3020 James St & Nichols Ave,-76.1045778,43.0684212,21529.76,537,3
219-21 Craig St & High St,-76.14708766,43.07016192,21600,405,3
1101-07 Avery Ave & Chemung St,-76.19859667,43.05670771,21605,536,3
1510 Burnet Ave & Peat St,-76.11623756,43.05559731,21790,405,3
245 Lakeview Ave,-76.17998921,43.05098991,21792,324,3
834-36 Park Ave,-76.17562075,43.0523721,21800,380,3
1700-08 Erie Blvd E & Columbus Av,-76.121463,43.049313,21803.35,496,3
310 Milburn Dr,-76.15122721,43.00277181,21840,642,3
413 Pond St & Park St,-76.1522934,43.06585584,21860,568,3
452-54 Columbus Ave,-76.1217312,43.0443455,21882,380,3
107 Gifford Pkwy,-76.08516955,43.04278672,21893,579,3
110 Standish Dr,-76.10705082,43.03852624,21900,387,3
846 Colvin St E,-76.1341989,43.02543851,21900,228,3
627-29 Clarendon St,-76.12056096,43.03870451,21942,355,3
1404 Spring St,-76.16015819,43.07235537,21955,455,3
910 Crawford Ave,-76.11110427,43.02980742,21980,355,3
1000-08 Geddes St S & Fitch St,-76.1740264,43.03774154,22000,365,3
1201-07 Burnet Ave & Winton St,-76.12337426,43.05412092,22000,395,3
168 Gorland Ave,-76.10183423,43.04436906,22000,396,3
2029-31 Salina St S,-76.14571374,43.02642727,22000,94,3
232 Stafford Ave,-76.11318044,43.06495662,22000,104,3
751 Salina St N To Lock Aly,-76.15456343,43.06118931,22000,550,3
827-33 Genesee St E & Irving Ave,-76.13834481,43.04716134,22000,209,3
1101-03 Genesee St E & University,-76.13442735,43.04713059,22036,500,3
105 Rockwood Rd & Broadview D,-76.20032161,43.02372591,22065,190,3
601 Tully St & Oswego St,-76.16480102,43.0439087,22179.25,621,3
308 Walnut Pl,-76.13358662,43.04083892,22215,326,3
417 Seneca Tnpk W,-76.15453944,43.00170859,22350,367,3
519 Cortland Ave,-76.15701697,43.0290184,22350,420,3
551 Cortland Ave & South Ave,-76.15803205,43.02847502,22400,485,3
236 Huntley St,-76.13833032,43.07758716,22500,490,3
834-36 South Ave,-76.15896978,43.02931016,22500,370,3
