ID,OBJECTID,SPAD_ID,STREETID,TAX_ID,PRINTKEY,LONGNAME,FIPMCD,FIPPLC,ST_NUMBER,ST_NAME,LU_CODE,Assets_within_Comm_Co_CODEA,Assets_within_Comm_Co_CODEB,Assets_within_Comm_Co_CombinedCode,CombinedCodeNumber,PRE,NAME,TYPE,SUFFIX,MCDNAME,ZIPCODE,NEWADD,LASTEDIT,GRP_NAME,SUITE,APT_ID,UNITS,NOTES,alias1,alias2,alias3,CNTY,AG1,AG2,AG3,FCODE,MUN,LOC_FLD2,Lon,Lat,Corridor,CODEAB_CODEA,CODEAB_CODEB,ENTITY,CODEAB_CombinedCode,Entity2,Entity_Category,GeneralCategories
1706,129136,1523593,12575151,3.115E+25,007.-14-13.0,,73000,73000,1507,N STATE ST,230,230,0,23000,23000,N,STATE,ST,,SYRACUSE CITY,13208,12/16/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.159,43.0654,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1777,129402,1523845,12575225,3.115E+25,002.-24-01.0,,73000,73000,306,BEAR ST,230,230,0,23000,23000,,BEAR,ST,,SYRACUSE CITY,13208,12/19/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1617,43.0689,North Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1799,129443,1523877,12575221,3.115E+25,002.-15-12.0,,73000,73000,1505,N SALINA ST,230,230,0,23000,23000,N,SALINA,ST,,SYRACUSE CITY,13208,12/19/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1624,43.0686,North Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1915,129731,1524139,12575166,3.115E+25,008.-01-29.1,,73000,73000,1118,N STATE ST,230,230,0,23000,23000,N,STATE,ST,,SYRACUSE CITY,13208,12/21/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1558,43.062,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1917,129733,1524141,12575166,3.115E+25,008.-01-31.1,,73000,73000,1122,N STATE ST,230,230,0,23000,23000,N,STATE,ST,,SYRACUSE CITY,13208,12/21/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1559,43.0621,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1918,129734,1524142,12575166,3.115E+25,008.-01-32.0,,73000,73000,1124,N STATE ST,230,230,0,23000,23000,N,STATE,ST,,SYRACUSE CITY,13208,12/21/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1559,43.0622,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1936,129753,1524153,12575120,3.115E+25,008.-08-20.0,,73000,73000,1042,N STATE ST,433,230,0,23000,23000,N,STATE,ST,,SYRACUSE CITY,13208,12/21/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1551,43.0611,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1968,129869,1524240,12575175,3.115E+25,008.-03-11.0,,73000,73000,1112,N TOWNSEND ST,230,230,0,23000,23000,N,TOWNSEND,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1532,43.0628,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
1978,129909,1524277,12580013,3.115E+25,008.-13-18.0,,73000,73000,1016,N MCBRIDE ST,230,230,0,23000,23000,N,MCBRIDE,ST,,SYRACUSE CITY,13208,12/23/2010,,,,,3,,,,,67,,,,GIS,SYR,,-76.1503,43.0612,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2077,130174,1524447,13002346,3.115E+25,108.1-03-10.0,,73000,73000,1316,W GENESEE ST,230,230,0,23000,23000,W,GENESEE,ST,,SYRACUSE CITY,13204,1/10/2011,,,,,2,,,,,67,,,,GIS,SYR,,-76.1797,43.0528,West Genesee,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2078,130175,1524448,13002346,3.115E+25,108.1-03-10.0,,73000,73000,1318,W GENESEE ST,230,230,0,23000,23000,W,GENESEE,ST,,SYRACUSE CITY,13204,1/10/2011,,,,,1,,,,,67,,,,GIS,SYR,,-76.1798,43.0528,West Genesee,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2085,130324,1524545,12573561,3.115E+25,108.2-04-07.0,,73000,73000,531,N GEDDES ST,481,230,0,23000,23000,N,GEDDES,ST,,SYRACUSE CITY,13204,1/11/2011,,,,,1,,,,,67,,,,GIS,SYR,,-76.1708,43.0547,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2086,130325,1524546,12573561,3.115E+25,108.2-04-07.0,,73000,73000,529,N GEDDES ST,481,230,0,23000,23000,N,GEDDES,ST,,SYRACUSE CITY,13204,1/11/2011,,,,,2,,,,,67,,,,GIS,SYR,,-76.1708,43.0546,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2110,130433,1524699,12573542,3.115E+25,106.-10-26.0,,73000,73000,408,N GEDDES ST,230,230,0,23000,23000,N,GEDDES,ST,,SYRACUSE CITY,13204,1/13/2011,,,,,3,,,,,67,,,,GIS,SYR,,-76.1703,43.0526,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2141,130671,1524932,12573468,3.115E+25,105.-09-23.0,,73000,73000,134,N GEDDES ST,230,230,0,23000,23000,N,GEDDES,ST,,SYRACUSE CITY,13204,2/1/2011,,,,,3,,,,,67,,,,GIS,SYR,,-76.1705,43.0498,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2168,132542,1526752,12572829,3.115E+25,111.-13-03.0,,73000,73000,1635,W GENESEE ST,230,230,0,23000,23000,W,GENESEE,ST,,SYRACUSE CITY,13204,2/15/2011,,,,,3,,,,,67,,,,GIS,SYR,,-76.1886,43.052,West Genesee,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2179,132553,1526766,12572817,3.115E+25,111.-03-13.0,,73000,73000,1722,W GENESEE ST,230,230,0,23000,23000,W,GENESEE,ST,,SYRACUSE CITY,13204,2/15/2011,,,,,3,,,,,67,,,,GIS,SYR,,-76.1903,43.0518,West Genesee,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2247,160516,1527900,12573618,3.115E+25,100.-02-11.0,,73000,73000,512,MARCELLUS ST,230,230,0,23000,23000,,MARCELLUS,ST,,SYRACUSE CITY,13204,1/2/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1662,43.046,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2287,161539,1528924,12573100,3.115E+25,092.-05-55.0,,73000,73000,260,FITCH ST,230,230,0,23000,23000,,FITCH,ST,,SYRACUSE CITY,13204,1/19/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1726,43.0381,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2294,161645,1529032,12573089,3.115E+25,092.-27-37.0,,73000,73000,1022,S GEDDES ST,230,230,0,23000,23000,S,GEDDES,ST,,SYRACUSE CITY,13204,1/19/2012,,,,,2,,,,,67,,,,GIS,SYR,,-76.1736,43.0376,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2295,161646,1529033,12573089,3.115E+25,092.-27-37.0,,73000,73000,1024,S GEDDES ST,230,230,0,23000,23000,S,GEDDES,ST,,SYRACUSE CITY,13204,1/19/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1736,43.0375,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2314,161767,1529152,12573050,3.115E+25,092.-19-28.0,,73000,73000,1301,S GEDDES ST,230,230,0,23000,23000,S,GEDDES,ST,,SYRACUSE CITY,13204,1/20/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1741,43.0349,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2322,161981,1529364,13013128,3.115E+25,092.-25-17.0,,73000,73000,1216,S GEDDES ST,230,230,0,23000,23000,S,GEDDES,ST,,SYRACUSE CITY,13204,1/23/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1745,43.0351,Geddes Marcellus,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2359,165317,1532699,12572121,3.115E+25,083.-11-49.0,,73000,73000,1407,SOUTH AVE,230,230,0,23000,23000,,SOUTH,AVE,,SYRACUSE CITY,13207,2/26/2012,,,,,2,,,,,67,,,,GIS,SYR,,-76.1591,43.0237,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2360,165318,1532700,12572121,3.115E+25,083.-11-49.0,,73000,73000,1409,SOUTH AVE,230,230,0,23000,23000,,SOUTH,AVE,,SYRACUSE CITY,13207,2/26/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1591,43.0237,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2389,165347,1532726,12572069,3.115E+25,078.-16-24.0,,73000,73000,1819,SOUTH AVE,230,230,0,23000,23000,,SOUTH,AVE,,SYRACUSE CITY,13207,2/26/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1602,43.0196,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2460,166433,1533780,12573229,3.115E+25,086.-13-09.0,,73000,73000,114,BALLARD AVE,230,230,0,23000,23000,,BALLARD,AVE,,SYRACUSE CITY,13205,3/11/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1562,43.0303,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2496,166553,1533905,12573230,3.115E+25,086.-12-16.0,,73000,73000,369,FURMAN ST,230,230,0,23000,23000,,FURMAN,ST,,SYRACUSE CITY,13205,3/12/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1559,43.0297,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2497,166554,1533906,12573230,3.115E+25,086.-12-16.0,,73000,73000,367,FURMAN ST,230,230,0,23000,23000,,FURMAN,ST,,SYRACUSE CITY,13205,3/12/2012,,,,,2,,,,,67,,,,GIS,SYR,,-76.1558,43.0297,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2498,166555,1533907,12573230,3.115E+25,086.-12-17.0,,73000,73000,365,FURMAN ST,230,230,0,23000,23000,,FURMAN,ST,,SYRACUSE CITY,13205,3/12/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1557,43.0298,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2505,166714,1534065,12577262,3.115E+25,084.-02-09.0,,73000,73000,1622,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,3/13/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1478,43.0301,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2509,167105,1534466,13002115,3.115E+25,084.-21-09.0,,73000,73000,1830,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,3/16/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1468,43.0279,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2526,167440,1534793,12577246,3.115E+25,084.-03-28.0,,73000,73000,1829,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,3/19/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1463,43.0281,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2557,168598,1535935,12576838,3.115E+25,077.-03-09.0,,73000,73000,2400,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,3/30/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1448,43.0238,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2558,168599,1535936,12576838,3.115E+25,077.-03-09.0,,73000,73000,2402,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,3/30/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1447,43.0238,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2581,168857,1536436,12572011,3.115E+25,075.-19-05.0,,73000,73000,2015,SOUTH AVE,230,230,0,23000,23000,,SOUTH,AVE,,SYRACUSE CITY,13207,4/2/2012,3/8/2013,,,,3,,,,,67,,,,GIS,SYR,,-76.1616,43.018,South Ave,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2620,170592,1537932,12576770,3.115E+25,076.-12-20.0,,73000,73000,3406,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,2,,,,,67,,,,GIS,SYR,,-76.1413,43.015,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2621,170593,1537933,12576770,3.115E+25,076.-12-20.0,,73000,73000,3408,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,4/16/2012,,,,,1,,,,,67,,,,GIS,SYR,,-76.1413,43.015,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2674,171169,1538502,12576749,3.115E+25,072.-16-29.0,,73000,73000,3720,S SALINA ST,230,230,0,23000,23000,S,SALINA,ST,,SYRACUSE CITY,13205,4/20/2012,,,,,3,,,,,67,,,,GIS,SYR,,-76.1422,43.0119,Southside Salina,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
2754,174811,1541182,12580036,3.115E+25,008.-04-07.0,,73000,73000,1805,LODI ST,230,230,0,23000,23000,,LODI,ST,,SYRACUSE CITY,13208,1/2/2013,,,,,3,,,,,67,,,,GIS,SYR,,-76.1516,43.0622,Lodi State,230,0,THREE-FAMILY HOUSE,23000,Three-Family House,Residential,Residential
5,246,126,12578072,3.115E+25,016.-20-04.0,SKYLINE APTS,73000,73000,753,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,,,,,,352,,,,,67,,,,GIS,SYR,,-76.1415,43.0562,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
6,247,127,12580093,3.115E+25,016.-18-18.0,IMPERIAL GARDENS APTS,73000,73000,989,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,,,,,,103,,,,,67,,,,GIS,SYR,,-76.1355,43.0591,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
15,443,139,13028397,3.115E+25,016.-18-24.0,JAMES PARK EAST,73000,73000,915,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,,,,,,74,,,,,67,,,,GIS,SYR,,-76.1382,43.0578,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
16,444,140,12580093,3.115E+25,016.-18-21.0,CHESTNUT CROSSING APTS,73000,73000,941,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,,10/8/2012,,,,41,,,,,67,,,,GIS,SYR,,-76.1371,43.0583,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
19,765,110,12575175,3.115E+25,008.-02-01.1,ST CLARE GARDEN APTS,73000,73000,1119,N TOWNSEND ST,411,411,3,41103,41103,N,TOWNSEND,ST,,SYRACUSE CITY,13208,,11/23/2010,,,,29,"Academy Court Apts, old Assumtion School",ACADEMY COURT APTS,,,67,,,,GIS,SYR,,-76.1538,43.0631,Lodi State,411,3,SENIOR,41103,Senior,Residential,Residential
47,2848,1541293,12575157,3.115E+25,007.-35-11.0,,73000,73000,112,TITUS ALY,481,411,0,41100,41100,,TITUS,ALY,,SYRACUSE CITY,13208,2/22/2013,,,,,1,Needs to be checked,,,,67,,,,GIS,SYR,,-76.1561,43.0637,North Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
48,2849,1541294,12575157,3.115E+25,007.-35-09.0,,73000,73000,114,TITUS ALY,481,411,0,41100,41100,,TITUS,ALY,,SYRACUSE CITY,13208,2/22/2013,,,,,1,Needs to be checked,,,,67,,,,GIS,SYR,,-76.1563,43.0638,North Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
49,2850,1541295,12575157,3.115E+25,007.-35-09.0,,73000,73000,116,TITUS ALY,481,411,0,41100,41100,,TITUS,ALY,,SYRACUSE CITY,13208,2/22/2013,,,,,1,Needs to be checked,,,,67,,,,GIS,SYR,,-76.1563,43.0638,North Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
67,5827,6039,12578091,3.115E+25,018.-02-06.1,THE HEARTH ON JAMES,73000,73000,830,JAMES ST,411,411,3,41103,41103,,JAMES,ST,,SYRACUSE CITY,13203,4/16/2002,3/10/2009,,,,71,,,,,67,,,,GIS,SYR,,-76.1395,43.0564,James,411,3,SENIOR,41103,Senior,Residential,Residential
82,5854,6068,12581077,3.115E+25,024.-15-05.0,EASTWOOD GUEST HOUSE,73000,73000,2828,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13206,4/17/2002,4/17/2002,,,,36,,,,,67,,,,GIS,SYR,,-76.1066,43.0687,Eastwood James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
137,6328,135,12578072,3.115E+25,018.-01-01.0,THE COURTYARD APTS,73000,73000,708,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,,,,,,73,,,,,67,,,,GIS,SYR,,-76.1426,43.0548,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
147,6345,6554,12578062,3.115E+25,103.-05-01.0,THE JAMES APTS,73000,73000,600,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,5/19/2002,5/19/2002,,,,62,,,,,67,,,,GIS,SYR,,-76.1442,43.0543,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
157,6363,6568,12578027,3.115E+25,030.-01-34.0,CAMERON APTS,73000,73000,200,CATHERINE ST,411,411,0,41100,41100,,CATHERINE,ST,,SYRACUSE CITY,13203,5/19/2002,11/29/2012,,,,10,,,,,67,,,,GIS,SYR,,-76.1419,43.0524,Burnet,411,0,APARTMENTS,41100,Apartments,Residential,Residential
181,6396,6613,12580093,3.115E+25,016.-18-23.0,CHESTNUT CROSSING APTS,73000,73000,923,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,5/19/2002,5/19/2002,,,,53,Former Cliff House,,,,67,,,,GIS,SYR,,-76.1379,43.0579,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
186,6405,6622,12580320,3.115E+25,019.-06-21.0,JAMES HILL MANOR APTS,73000,73000,1019,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,5/19/2002,5/19/2002,,,,42,,,,,67,,,,GIS,SYR,,-76.1341,43.0599,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
187,6406,6621,12580320,3.115E+25,019.-08-08.0,JAMES CREST MANOR APTS,73000,73000,1072,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,5/19/2002,5/19/2002,,,,63,,,,,67,,,,GIS,SYR,,-76.1313,43.0603,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
188,6407,6623,12580320,3.115E+25,019.-06-20.0,JAMESVIEW APTS,73000,73000,1025,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13203,5/19/2002,5/19/2002,,,,39,,,,,67,,,,GIS,SYR,,-76.1337,43.0601,James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
214,6549,11996,12581070,3.115E+25,024.-01-12.0,ROCK ARMS APTS,73000,73000,2541,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13206,10/28/2005,10/28/2005,,,,13,,,,,67,,,,GIS,SYR,,-76.1107,43.0688,Eastwood James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
305,7859,8073,12575126,3.115E+25,008.-07-01.0,WALIER LOFTS,73000,73000,759,N SALINA ST,481,411,0,41100,41100,N,SALINA,ST,,SYRACUSE CITY,13208,2/27/2007,1/28/2013,,,,14,,,,,67,,,,GIS,SYR,,-76.1543,43.0615,North Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
333,7892,8104,12575280,3.115E+25,007.-12-01.0,COURT STREET ARMS APTS,73000,73000,304,COURT ST,411,411,0,41100,41100,,COURT,ST,,SYRACUSE CITY,13208,2/1/2003,2/1/2003,,,,56,,,,,67,,,,GIS,SYR,,-76.1585,43.0675,North Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
444,8474,1524551,12573559,3.115E+25,108.2-04-13.0,,73000,73000,1032,W GENESEE ST,411,411,0,41100,41100,W,GENESEE,ST,,SYRACUSE CITY,13204,4/12/2003,,,,,11,,,,,67,,,,GIS,SYR,,-76.1719,43.054,West Genesee,411,0,APARTMENTS,41100,Apartments,Residential,Residential
445,8476,1524552,12573559,3.115E+25,108.2-04-17.0,,73000,73000,1056,W GENESEE ST,411,411,0,41100,41100,W,GENESEE,ST,,SYRACUSE CITY,13204,4/12/2003,,,,,11,,,,,67,,,,GIS,SYR,,-76.1729,43.054,West Genesee,411,0,APARTMENTS,41100,Apartments,Residential,Residential
534,9946,1527599,12572750,3.115E+25,111.-16-02.0,,73000,73000,1917,W GENESEE ST,411,411,0,41100,41100,W,GENESEE,ST,,SYRACUSE CITY,13204,3/7/2004,2/14/2011,,,,15,"A1-A5, B1 - B5, C1-C5",,,,67,,,,GIS,SYR,,-76.1944,43.0498,West Genesee,411,0,APARTMENTS,41100,Apartments,Residential,Residential
548,10013,10042,12572809,3.115E+25,111.-02-11.0,FRONTENAC APTS,73000,73000,1802,W GENESEE ST,411,411,0,41100,41100,W,GENESEE,ST,,SYRACUSE CITY,13204,3/14/2004,3/14/2004,,,,25,,,,,67,,,,GIS,SYR,,-76.1918,43.0513,West Genesee,411,0,APARTMENTS,41100,Apartments,Residential,Residential
573,10423,143,12578090,3.115E+25,018.-02-29.0,ROSS TOWERS,73000,73000,710,LODI ST,411,411,3,41103,41103,,LODI,ST,,SYRACUSE CITY,13203,,,,,,80,,,,,67,SHA,,,GIS,SYR,,-76.1385,43.0557,Lodi,411,3,SENIOR,41103,Senior,Residential,Residential
574,10424,10398,12578090,3.115E+25,018.-02-29.0,ROSS TOWERS,73000,73000,712,LODI ST,411,411,3,41103,41103,,LODI,ST,,SYRACUSE CITY,13203,6/27/2004,6/27/2004,,,,80,,,,,67,SHA,,,GIS,SYR,,-76.1389,43.0559,Lodi,411,3,SENIOR,41103,Senior,Residential,Residential
587,10521,1527647,12573668,3.115E+25,096.-11-04.0,,73000,73000,352,W ONONDAGA ST,411,411,0,41100,41100,W,ONONDAGA,ST,,SYRACUSE CITY,13202,7/4/2004,7/4/2004,,,,8,,,,,67,,,,GIS,SYR,,-76.1565,43.0417,Onondaga,411,0,APARTMENTS,41100,Apartments,Residential,Residential
595,10532,10495,12573668,3.115E+25,096.-10-06.0,377 BLDG,73000,73000,377,W ONONDAGA ST,411,411,0,41100,41100,W,ONONDAGA,ST,,SYRACUSE CITY,13202,7/4/2004,7/4/2004,,,,30,,ONONDAGA APTS,,,67,,,,GIS,SYR,,-76.1564,43.0411,Onondaga,411,0,APARTMENTS,41100,Apartments,Residential,Residential
601,10542,1527649,12573351,3.115E+25,096.-14-06.0,,73000,73000,400,W ONONDAGA ST,411,411,0,41100,41100,W,ONONDAGA,ST,,SYRACUSE CITY,13202,7/4/2004,7/4/2004,,,,16,Once knopwn as Leonard B Apts,,,,67,,,,GIS,SYR,,-76.1577,43.0408,Onondaga,411,0,APARTMENTS,41100,Apartments,Residential,Residential
602,10543,1527650,12573351,3.115E+25,096.-14-06.0,,73000,73000,410,W ONONDAGA ST,411,411,0,41100,41100,W,ONONDAGA,ST,,SYRACUSE CITY,13202,7/4/2004,7/4/2004,,,,16,Once knopwn as Leonard B Apts,,,,67,,,,GIS,SYR,,-76.1579,43.0406,Onondaga,411,0,APARTMENTS,41100,Apartments,Residential,Residential
723,10894,10845,12576630,3.115E+25,071.-01-21.1,JOSLYN COURT,73000,73000,4340,S SALINA ST,411,411,4,41104,41104,S,SALINA,ST,,SYRACUSE CITY,13205,8/8/2004,8/8/2004,,,,23,,,,,67,,,,GIS,SYR,,-76.1434,43.0059,Southside Salina,411,4,SENIOR AND MIXED,41104,Senior And Mixed,Residential,Residential
751,10972,10922,12576853,3.115E+25,076.-03-08.0,CORNING ARMS APTS,73000,73000,2935,S SALINA ST,411,411,0,41100,41100,S,SALINA,ST,,SYRACUSE CITY,13205,8/29/2004,8/29/2004,,,,20,,,,,67,,,,GIS,SYR,,-76.142,43.019,Southside Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
782,11033,10988,12577244,3.115E+25,084.-19-16.0,BARNABAS APTS,73000,73000,1941,S SALINA ST,482,411,0,41100,41100,S,SALINA,ST,,SYRACUSE CITY,13205,8/29/2004,8/29/2004,,,,4,Salvation Army,,,,67,,,,GIS,SYR,,-76.1459,43.0272,Southside Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
787,11054,11008,12577233,3.115E+25,084.-23-22.0,BELLMORE APTS,73000,73000,100,WOOD AVE,482,411,0,41100,41100,,WOOD,AVE,,SYRACUSE CITY,13205,8/29/2004,8/29/2004,,,,27,,,,,67,,,,GIS,SYR,,-76.146,43.0262,Southside Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
793,11060,11014,12577246,3.115E+25,084.-21-08.0,ASHLEY ARMS,73000,73000,1818,S SALINA ST,411,411,0,41100,41100,S,SALINA,ST,,SYRACUSE CITY,13205,8/29/2004,8/29/2004,,,,13,,,,,67,,,,GIS,SYR,,-76.1469,43.0283,Southside Salina,411,0,APARTMENTS,41100,Apartments,Residential,Residential
857,11975,11985,12577932,3.115E+25,103.-03-08.0,WOLVERINE APTS,73000,73000,205,N TOWNSEND ST,411,411,0,41100,41100,N,TOWNSEND,ST,,SYRACUSE CITY,13203,10/20/2005,10/20/2005,,,,26,,,,,67,,,,GIS,SYR,,-76.1457,43.0526,Burnet,411,0,APARTMENTS,41100,Apartments,Residential,Residential
860,11981,11998,12581066,3.115E+25,024.-18-06.0,WOODBINE APTS,73000,73000,102,WOODBINE AVE,411,411,0,41100,41100,,WOODBINE,AVE,,SYRACUSE CITY,13206,10/28/2005,10/28/2005,WOODBINE APTS,OFF,,0,Office,,,,67,,,,GIS,SYR,,-76.1103,43.0683,Eastwood James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
861,11983,11999,12581066,3.115E+25,024.-17-01.0,ELLIS COURT APTS,73000,73000,101,WOODBINE AVE,411,411,0,41100,41100,,WOODBINE,AVE,,SYRACUSE CITY,13206,10/28/2005,10/28/2005,,,,43,,,,,67,,,,GIS,SYR,,-76.1096,43.0684,Eastwood James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
862,11984,12000,12581073,3.115E+25,024.-03-18.0,JAME HOUSE APTS,73000,73000,2619,JAMES ST,411,411,0,41100,41100,,JAMES,ST,,SYRACUSE CITY,13206,10/28/2005,10/28/2005,,,,20,,,,,67,,,,GIS,SYR,,-76.1101,43.0688,Eastwood James,411,0,APARTMENTS,41100,Apartments,Residential,Residential
